Year,County,PSI,PSIDescription,Count,Population,ObsRate
2007,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 10,719 ",0.00
2008,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 10,892 ",9.18
2009,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 11,055 ",0.00
2010,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 11,224 ",0.00
2011,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 11,294 ",0.00
2012,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 13,186 ",0.00
2013,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 12,990 ",0.00
2014,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 12,503 ",0.00
2015,Mono,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 10,444 ",0.00
2005,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 294,634 ",1.02
2006,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 292,832 ",0.34
2007,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 293,684 ",1.36
2008,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,7 ," 296,155 ",2.36
2009,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,11 ," 299,502 ",3.67
2010,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 304,351 ",0.99
2011,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 308,056 ",1.30
2012,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 301,958 ",1.66
2013,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,6 ," 304,287 ",1.97
2014,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 305,907 ",0.33
2015,Monterey,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 229,305 ",0.87
2005,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 99,628 ",3.01
2006,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 100,569 ",3.98
2007,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 101,701 ",1.97
2008,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 102,958 ",4.86
2009,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 103,909 ",0.00
2010,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 105,302 ",0.95
2011,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 106,488 ",0.94
2012,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 106,095 ",1.89
2013,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 107,433 ",2.79
2014,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 108,610 ",0.92
2015,Napa,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 82,361 ",1.21
2005,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 77,111 ",2.59
2006,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 77,728 ",2.57
2007,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 78,179 ",2.56
2008,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 78,803 ",0.00
2009,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 79,505 ",1.26
2010,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 80,097 ",0.00
2011,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 80,389 ",2.49
2012,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 80,329 ",1.24
2013,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 80,699 ",0.00
2014,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 82,513 ",0.00
2015,Nevada,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 61,125 ",1.64
2005,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,21 ," 2,180,617 ",0.96
2006,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,28 ," 2,185,121 ",1.28
2007,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,30 ," 2,194,736 ",1.37
2008,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,24 ," 2,219,901 ",1.08
2009,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 2,249,031 ",0.89
2010,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,27 ," 2,279,215 ",1.18
2011,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,17 ," 2,319,605 ",0.73
2012,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,19 ," 2,270,432 ",0.84
2013,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,21 ," 2,303,808 ",0.91
2014,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,19 ," 2,330,275 ",0.82
2015,Orange,21,Retained Surgical Item or Unretrieved Device Fragment,8 ," 1,754,644 ",0.46
2005,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 233,967 ",1.71
2006,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 241,760 ",1.65
2007,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 247,749 ",1.21
2008,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 254,728 ",1.96
2009,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,6 ," 260,230 ",2.31
2010,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 265,780 ",0.38
2011,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 272,624 ",1.83
2012,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 269,220 ",1.49
2013,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 275,142 ",1.09
2014,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 291,385 ",0.69
2015,Placer,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 211,518 ",0.47
2005,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 16,762 ",0.00
2006,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 16,591 ",0.00
2007,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 16,601 ",6.02
2008,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 16,521 ",0.00
2009,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 16,384 ",0.00
2010,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 16,311 ",6.13
2011,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 16,239 ",6.16
2012,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 17,560 ",0.00
2013,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 17,229 ",0.00
2014,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 16,981 ",0.00
2015,Plumas,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 13,235 ",0.00
2005,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 1,365,225 ",1.46
2006,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,9 ," 1,423,074 ",0.63
2007,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,23 ," 1,468,741 ",1.57
2008,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,26 ," 1,497,677 ",1.74
2009,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,13 ," 1,532,584 ",0.85
2010,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,17 ," 1,579,716 ",1.08
2011,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,16 ," 1,618,245 ",0.99
2012,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,16 ," 1,578,971 ",1.01
2013,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,23 ," 1,608,253 ",1.43
2014,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 1,723,126 ",1.16
2015,Riverside,21,Retained Surgical Item or Unretrieved Device Fragment,18 ," 1,235,866 ",1.46
2005,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 1,001,691 ",1.20
2006,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,9 ," 1,010,429 ",0.89
2007,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 1,020,852 ",0.98
2008,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,15 ," 1,032,542 ",1.45
2009,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,13 ," 1,046,094 ",1.24
2010,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 1,058,518 ",0.94
2011,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 1,075,584 ",1.12
2012,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,19 ," 1,052,498 ",1.81
2013,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 1,066,996 ",1.12
2014,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 1,102,714 ",0.45
2015,Sacramento,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 812,828 ",0.25
2005,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 38,212 ",0.00
2006,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 37,946 ",0.00
2007,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 37,962 ",5.27
2008,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 38,262 ",0.00
2009,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 38,665 ",0.00
2010,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 39,605 ",0.00
2011,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 40,265 ",2.48
2012,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 41,402 ",0.00
2013,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 42,194 ",0.00
2014,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 41,257 ",2.42
2015,San Benito,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 33,017 ",0.00
2005,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,14 ," 1,347,408 ",1.04
2006,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,14 ," 1,373,516 ",1.02
2007,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,15 ," 1,390,849 ",1.08
2008,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 1,405,191 ",1.42
2009,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,11 ," 1,420,975 ",0.77
2010,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 1,447,189 ",1.38
2011,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,19 ," 1,474,036 ",1.29
2012,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,24 ," 1,428,592 ",1.68
2013,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,18 ," 1,446,673 ",1.24
2014,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,14 ," 1,521,005 ",0.92
2015,San Bernardino,21,Retained Surgical Item or Unretrieved Device Fragment,11 ," 1,099,744 ",1.00
2005,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,18 ," 2,214,544 ",0.81
2006,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,22 ," 2,229,606 ",0.99
2007,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,32 ," 2,257,236 ",1.42
2008,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,28 ," 2,296,616 ",1.22
2009,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,35 ," 2,332,413 ",1.50
2010,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,31 ," 2,372,232 ",1.31
2011,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,20 ," 2,407,960 ",0.83
2012,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,26 ," 2,359,002 ",1.10
2013,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,21 ," 2,394,181 ",0.88
2014,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,17 ," 2,438,827 ",0.70
2015,San Diego,21,Retained Surgical Item or Unretrieved Device Fragment,13 ," 1,829,497 ",0.71
2005,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 655,221 ",0.61
2006,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 661,295 ",1.81
2007,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 670,554 ",1.49
2008,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,7 ," 682,007 ",1.03
2009,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,11 ," 691,485 ",1.59
2010,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 694,816 ",0.58
2011,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,7 ," 701,321 ",1.00
2012,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 704,143 ",0.43
2013,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 712,976 ",0.56
2014,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 709,035 ",0.56
2015,San Francisco,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 548,383 ",0.18
2005,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 458,859 ",2.62
2006,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 463,522 ",2.16
2007,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 468,057 ",1.07
2008,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 471,774 ",0.85
2009,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,6 ," 478,055 ",1.26
2010,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,8 ," 486,701 ",1.64
2011,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 495,680 ",0.20
2012,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 482,094 ",0.41
2013,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 486,694 ",1.03
2014,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 510,294 ",0.59
2015,San Joaquin,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 370,942 ",0.27
2005,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 203,693 ",0.00
2006,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 205,958 ",0.00
2007,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 208,250 ",0.00
2008,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 211,458 ",1.42
2009,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 213,363 ",1.41
2010,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 215,558 ",0.46
2011,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 216,909 ",1.38
2012,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 212,867 ",0.47
2013,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 214,971 ",0.00
2014,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 220,837 ",0.00
2015,San Luis Obispo,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 162,048 ",0.62
2005,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 535,835 ",1.87
2006,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 536,688 ",0.56
2007,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 540,450 ",0.56
2008,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,4 ," 548,332 ",0.73
2009,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 556,343 ",0.54
2010,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 561,671 ",0.36
2011,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 567,914 ",1.76
2012,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 563,760 ",0.89
2013,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 572,187 ",0.17
2014,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,6 ," 567,038 ",1.06
2015,San Mateo,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 438,734 ",0.23
2005,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 306,606 ",0.98
2006,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 307,420 ",1.63
2007,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 310,281 ",0.64
2008,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 314,006 ",0.64
2009,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 317,734 ",0.31
2010,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 321,346 ",0.62
2011,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 323,344 ",0.31
2012,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 314,909 ",0.95
2013,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 319,459 ",0.31
2014,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 324,453 ",0.00
2015,Santa Barbara,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 241,070 ",1.24
2005,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,10 ," 1,267,009 ",0.79
2006,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,8 ," 1,280,352 ",0.62
2007,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,12 ," 1,297,418 ",0.92
2008,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,21 ," 1,319,407 ",1.59
2009,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,9 ," 1,339,490 ",0.67
2010,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,9 ," 1,357,407 ",0.66
2011,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,16 ," 1,377,352 ",1.16
2012,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,8 ," 1,358,776 ",0.59
2013,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,6 ," 1,383,328 ",0.43
2014,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,9 ," 1,385,342 ",0.65
2015,Santa Clara,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 1,063,381 ",0.47
2005,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,5 ," 193,146 ",2.59
2006,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 193,902 ",1.55
2007,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 195,548 ",0.00
2008,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 198,374 ",1.51
2009,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,1 ," 201,450 ",0.50
2010,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 204,227 ",0.00
2011,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 205,429 ",0.97
2012,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,0 ," 200,670 ",0.00
2013,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,3 ," 203,323 ",1.48
2014,Santa Cruz,21,Retained Surgical Item or Unretrieved Device Fragment,2 ," 204,815 ",0.98
